; Pulse saved with RP Fiber Power
; Domain: time.
;
; t1 = -2.994140625e-12
; t2 = 3e-12
; dt = 5.859375e-15
; lambda_ref = 1.542e-6
;
; Data: t (s), Re(A) (sqrt(W)), Im(A) (sqrt(W)):
-791.015625e-15, -4.800352274, -14.56553717
-785.15625e-15, -4.096990404, -14.67468921
-779.296875e-15, -3.399639445, -14.74776294
-773.4375e-15, -2.710089149, -14.78585961
-767.578125e-15, -2.030022367, -14.79015447
-761.71875e-15, -1.361013694, -14.76188772
-755.859375e-15, -0.7045282676, -14.7023557
-750e-15, -0.06192081687, -14.61290264
-744.140625e-15, 0.5655648428, -14.49491288
-738.28125e-15, 1.176795609, -14.34980368
-732.421875e-15, 1.770748029, -14.17901847
-726.5625e-15, 2.34650636, -13.98402026
-720.703125e-15, 2.903259925, -13.76628526
-714.84375e-15, 3.440300029, -13.52729631
-708.984375e-15, 3.95701674, -13.26853646
-703.125e-15, 4.452895714, -12.99148239
-697.265625e-15, 4.927515148, -12.69759835
-691.40625e-15, 5.380542806, -12.38833039
-685.546875e-15, 5.811732965, -12.0651015
-679.6875e-15, 6.220923165, -11.72930744
-673.828125e-15, 6.608030604, -11.38231341
-667.96875e-15, 6.973048148, -11.02545125
-662.109375e-15, 7.31603994, -10.66001699
-656.25e-15, 7.637136708, -10.2872684
-650.390625e-15, 7.936530934, -9.908422536
-644.53125e-15, 8.214472088, -9.524653213
-638.671875e-15, 8.471262127, -9.137088562
-632.8125e-15, 8.707251403, -8.746808871
-626.953125e-15, 8.922834966, -8.354844906
-621.09375e-15, 9.118449148, -7.962176798
-615.234375e-15, 9.294568208, -7.569733495
-609.375e-15, 9.451700806, -7.178392676
-603.515625e-15, 9.59038619, -6.788980934
-597.65625e-15, 9.711190121, -6.402274096
-591.796875e-15, 9.814700699, -6.018997519
-585.9375e-15, 9.901524341, -5.639826365
-580.078125e-15, 9.972282104, -5.265385848
-574.21875e-15, 10.02760647, -4.896251607
-568.359375e-15, 10.06813854, -4.532950303
-562.5e-15, 10.09452553, -4.175960576
-556.640625e-15, 10.10741838, -3.825714401
-550.78125e-15, 10.10746937, -3.482598786
-544.921875e-15, 10.09532967, -3.146957693
-539.0625e-15, 10.07164691, -2.819093964
-533.203125e-15, 10.03706277, -2.499271095
-527.34375e-15, 9.992210761, -2.187714753
-521.484375e-15, 9.937714336, -1.88461406
-515.625e-15, 9.874185285, -1.590122787
-509.765625e-15, 9.80222258, -1.304360653
-503.90625e-15, 9.722411517, -1.027414898
-498.046875e-15, 9.635323034, -0.7593422005
-492.1875e-15, 9.541513047, -0.5001709037
-486.328125e-15, 9.441521601, -0.2499033686
-480.46875e-15, 9.335871799, -8.518258091e-3
-474.609375e-15, 9.225068541, 0.2240274352
-468.75e-15, 9.10959728, 0.4477967082
-462.890625e-15, 8.98992303, 0.6628711997
-457.03125e-15, 8.866489838, 0.8693500561
-451.171875e-15, 8.739720801, 1.067348838
-445.3125e-15, 8.610018545, 1.256998287
-439.453125e-15, 8.477765961, 1.438442841
-433.59375e-15, 8.343326949, 1.611838863
-427.734375e-15, 8.207046962, 1.77735267
-421.875e-15, 8.069253268, 1.935158527
-416.015625e-15, 7.930254952, 2.085436812
-410.15625e-15, 7.790342796, 2.22837253
-404.296875e-15, 7.649789178, 2.364154267
-398.4375e-15, 7.508848178, 2.492973538
-392.578125e-15, 7.36775597, 2.61502439
-386.71875e-15, 7.226731539, 2.730503038
-380.859375e-15, 7.085977677, 2.839607345
-375e-15, 6.945682125, 2.94253604
-369.140625e-15, 6.806018674, 3.039487695
-363.28125e-15, 6.66714808, 3.130659595
-357.421875e-15, 6.529218691, 3.216246687
-351.5625e-15, 6.392366803, 3.296440779
-345.703125e-15, 6.256716884, 3.371430072
-339.84375e-15, 6.122381847, 3.441399023
-333.984375e-15, 5.989463526, 3.506528414
-328.125e-15, 5.858053409, 3.566995501
-322.265625e-15, 5.728233567, 3.622974066
-316.40625e-15, 5.600077601, 3.674634299
-310.546875e-15, 5.473651437, 3.722142494
-304.6875e-15, 5.349013845, 3.765660619
-298.828125e-15, 5.226216679, 3.805345908
-292.96875e-15, 5.105304933, 3.841350582
-287.109375e-15, 4.986316773, 3.873821793
-281.25e-15, 4.869283692, 3.902901797
-275.390625e-15, 4.754230884, 3.928728243
-269.53125e-15, 4.641177869, 3.951434441
-263.671875e-15, 4.530139283, 3.971149471
-257.8125e-15, 4.421125758, 3.987998018
-251.953125e-15, 4.314144706, 4.002099993
-246.09375e-15, 4.209200906, 4.013570033
-240.234375e-15, 4.106296794, 4.022517086
-234.375e-15, 4.005432482, 4.02904425
-228.515625e-15, 3.906605605, 4.033248985
-222.65625e-15, 3.809811197, 4.035223687
-216.796875e-15, 3.71504176, 4.035056518
-210.9375e-15, 3.622287649, 4.032832285
-205.078125e-15, 3.531537732, 4.028633177
-199.21875e-15, 3.442780176, 4.022539205
-193.359375e-15, 3.356003133, 4.014628268
-187.5e-15, 3.271195138, 4.004975933
-181.640625e-15, 3.188345108, 3.993655066
-175.78125e-15, 3.10744199, 3.98073551
-169.921875e-15, 3.028474208, 3.966283991
-164.0625e-15, 2.951429101, 3.950364321
-158.203125e-15, 2.876292531, 3.933037857
-152.34375e-15, 2.80304876, 3.914364083
-146.484375e-15, 2.731680601, 3.894401131
-140.625e-15, 2.662169785, 3.873206091
-134.765625e-15, 2.594497379, 3.850835033
-128.90625e-15, 2.528644158, 3.827342791
-123.046875e-15, 2.464590769, 3.802782618
-117.1875e-15, 2.402317671, 3.777205854
-111.328125e-15, 2.341804881, 3.750661753
-105.46875e-15, 2.283031632, 3.723197512
-99.609375e-15, 2.225976115, 3.694858489
-93.75e-15, 2.170615428, 3.665688524
-87.890625e-15, 2.116925758, 3.635730227
-82.03125e-15, 2.064882738, 3.605025132
-76.171875e-15, 2.014461829, 3.573613644
-70.3125e-15, 1.965638566, 3.541534827
-64.453125e-15, 1.918388588, 3.508826119
-58.59375e-15, 1.872687439, 3.475523142
-52.734375e-15, 1.828510267, 3.441659722
-46.875e-15, 1.785831547, 3.407268172
-41.015625e-15, 1.744624969, 3.372379777
-35.15625e-15, 1.704863553, 3.33702532
-29.296875e-15, 1.666519954, 3.301235478
-23.4375e-15, 1.629566854, 3.265040944
-17.578125e-15, 1.593977288, 3.22847224
-11.71875e-15, 1.559724775, 3.191559293
-5.859375e-15, 1.526783174, 3.154330933
181.4380082e-30, 1.495126273, 3.116814484
5.859375e-15, 1.464727226, 3.079035575
11.71875e-15, 1.435558003, 3.041018232
17.578125e-15, 1.407589044, 3.002785196
23.4375e-15, 1.380789249, 2.964358356
29.296875e-15, 1.355126325, 2.925759157
35.15625e-15, 1.330567403, 2.887008807
41.015625e-15, 1.307079744, 2.84812823
46.875e-15, 1.284631322, 2.809137756
52.734375e-15, 1.263191135, 2.770056666
58.59375e-15, 1.242729184, 2.730902768
64.453125e-15, 1.223216187, 2.691692188
70.3125e-15, 1.204623167, 2.65243947
76.171875e-15, 1.186921076, 2.613157967
82.03125e-15, 1.170080583, 2.573860396
87.890625e-15, 1.154072074, 2.534559372
93.75e-15, 1.138865813, 2.495267749
99.609375e-15, 1.124432169, 2.455998707
105.46875e-15, 1.110741759, 2.416765584
111.328125e-15, 1.097765445, 2.377581579
117.1875e-15, 1.085474155, 2.33845944
123.046875e-15, 1.073838602, 2.299411256
128.90625e-15, 1.06282902, 2.260448392
134.765625e-15, 1.052415052, 2.221581543
140.625e-15, 1.042565839, 2.182820856
146.484375e-15, 1.033250319, 2.144175999
152.34375e-15, 1.024437632, 2.10565612
158.203125e-15, 1.016097515, 2.067269651
164.0625e-15, 1.008200549, 2.029024003
169.921875e-15, 1.000718201, 1.990925262
175.78125e-15, 0.9936226624, 1.952978008
181.640625e-15, 0.9868865788, 1.915185401
187.5e-15, 0.9804828121, 1.877549523
193.359375e-15, 0.9743843629, 1.840071939
199.21875e-15, 0.9685645459, 1.802754285
205.078125e-15, 0.9629973936, 1.765598717
210.9375e-15, 0.9576581799, 1.728608093
216.796875e-15, 0.9525238827, 1.691785846
222.65625e-15, 0.9475734183, 1.655135649
228.515625e-15, 0.9427875509, 1.618661026
234.375e-15, 0.9381485005, 1.582365078
240.234375e-15, 0.9336393717, 1.546250454
246.09375e-15, 0.9292435898, 1.5103196
251.953125e-15, 0.9249445033, 1.474575214
257.8125e-15, 0.9207252433, 1.439020765
263.671875e-15, 0.9165688308, 1.403660918
269.53125e-15, 0.9124584368, 1.36850172
275.390625e-15, 0.9083776637, 1.333550491
281.25e-15, 0.9043107228, 1.298815465
287.109375e-15, 0.9002424343, 1.264305291
292.96875e-15, 0.8961580468, 1.230028556
298.828125e-15, 0.8920429487, 1.195993443
